Acute_oral_toxicity,group,smiles
1.6339999,training,O=C(/C=C/c1ccccc1)OCc1ccccc1
2.0639999,training,C=COCC(CC)CCCC
1.651,training,CC(=O)OCCc1ccccc1
1.568,training,CC(C)C(=O)OCCc1ccccc1
1.899,training,c1ccc(COCc2ccccc2)cc1
1.624,training,CCCC(=O)OCCc1ccccc1
1.7029999,training,O=C(/C=C/c1ccccc1)OCCc1ccccc1
1.728,training,CC(=O)OC/C=C/c1ccccc1
2.358,training,BrCCc1ccccc1
2.1659999,training,Br/C=C/c1ccccc1
1.299,training,CCCc1ccccc1
2.1730001,training,O=C=Nc1ccccc1
1.113,training,OCCc1ccccn1
1.318,training,CCOC1CCC=CO1
1.7819999,training,O=C(O)Cc1ccccc1
2.7079999,training,CN(C)Cc1ccccc1
2.2279999,training,CC(=O)Nc1ccccc1
4.7049999,training,NC(=S)Nc1ccccc1
1.891,training,CC(=O)Nc1ccc(O)cc1
1.698,training,CC(C=O)Cc1ccc(C(C)C)cc1
3.046,training,O=C=Nc1ccc(Cl)cc1
2.092,training,NCC(O)c1ccc(O)cc1
1.842,training,Cc1ccc(S(=O)(=O)O)cc1
2.132,training,CN(C)CCN1CCN(C)CC1
2.1340001,training,CCCCCCCCCc1ccc(O)cc1
1.988,training,O=COCc1ccccc1
1.374,training,CCCCCC1CCC(=O)O1
1.669,training,O=COCCc1ccccc1
1.604,training,O=COCCCc1ccccc1
2.4579999,training,CCCCC(CC)CN
1.543,training,CCCCC(CC)CO
2.3740001,training,CCN(CC)CCCN
1.876,training,Cc1ccc(C=O)cc1
1.951,training,O=Cc1ccc(Cl)cc1
2.372,training,CCC1CCC(C)NC1
2.006,training,CCc1ccc(C)nc1
1.804,training,COc1ccc(C)cc1
1.97,training,COc1ccc(N)cc1
2.474,training,ON=C1C=CC(=NO)C=C1
2.125,training,O=Nc1ccc(N=O)cc1
2.0150001,training,COc1ccc(CO)cc1
1.596,training,C=C(C)C(=O)OCCN(CC)CC
1.988,training,CCCCCCCCCCCCCCCCCC1=NCCN1
1.86,training,CCCC(C)CO
1.323,training,C=COC(=O)CC
2.8329999,training,CCOC(=O)CCl
1.5880001,training,CC(C)CC(C)OC(=O)/C=C\C(=O)OC(C)CC(C)C
1.008,training,CCOC(=O)CC(=O)OCC
1.41,training,CCOC(C)OCC
1.971,training,O=C1CCCCCN1
1.582,training,Cc1ccc(O)c(C)c1
1.79,training,CCCCOC(=O)/C=C\C(=O)OCCCC
2.02,training,CN(CCCN)CCCN
1.341,training,CC(C)=CCCC(C)CCOC=O
1.4910001,training,CC(=O)OC/C=C(\C)CCC=C(C)C
1.656,training,CC(C)=CCCC(C)CCO
1.804,training,CC(C)=CCCC(C)CC=O
1.632,training,CC(C)=CCC/C(C)=C/CO
1.323,training,CCCC(=O)OC/C=C(\C)CCC=C(C)C
1.255,training,CCCC(=O)OC(=O)CCC
0.82200003,training,CCCCCCCC(=O)OCC
1.617,training,CCCCC(=O)CC
1.051,training,CCCOC(=O)CC
2.5769999,training,Nc1ccc(Br)cc1
1.327,training,Cc1ccc(C)cc1
1.78,training,Cc1ccc(Cl)cc1
2.7179999,training,Cc1ccc(O)cc1
2.4679999,training,Clc1ccc(Cl)cc1
2.283,training,Oc1ccc(Cl)cc1
2.5039999,training,Cc1ccc(N)cc1
2.9200001,training,O=C1C=CC(=O)C=C1
1.558,training,CC1CNC(C)CN1
1.549,training,CCC(CO)CC(C)C
2.1289999,training,C=CC(=O)OCCOCC
1.281,training,CC(=O)OCC1CC2OC2CC1C
1.814,training,C=CC1CCC2OC2C1
1.818,training,C1CC2OC2CC1C1CO1
2.9319999,training,C=CC(=O)OCC1CO1
2.454,training,C=C(C)C(=O)OCC1CO1
1.853,training,C=CCOCC1CO1
3.24,training,BrCCBr
3.0039999,training,C=CCBr
0.99400002,training,C=CC=C
3.3340001,training,C=CC=O
1.6289999,training,CCCS
3.3499999,training,ClCCBr
2.221,training,C=CCCl
2.1689999,training,ClCCCl
3.0550001,training,OCCCl
2.2030001,training,CCCN
3.1500001,training,CCC#N
2.536,training,N#CCCl
1.7,training,NCCN
2.9579999,training,C=CCO
1.1210001,training,OCCO
1.074,training,C=COC
1.5039999,training,CC(O)CC(C)(C)O
2.773,training,CC(C)(C)CC(C)(C)N
5.7639999,training,CCOP(=O)(OCC)OP(=O)(OCC)OCC
1.817,training,CCCCOP(=O)(O)OCCCC
2.2920001,training,CC(=O)OOC(C)(C)C
1.7309999,training,CCCC(C)=O
0.685,training,CC(O)CCO
1.607,training,CC(O)CC=O
1.6440001,training,CCCC(=O)O
1.89,training,CN(C)CCN
1.649,training,CN(C)CCO
2.2920001,training,CCC[N+](=O)[O-]
1.473,training,C=COC(C)=O
1.596,training,CC(C)CC(C)O
1.773,training,CC(O)CN(C)C
1.1799999,training,CC(=O)OC(C)C
1.523,training,C=C(C)OC(C)=O
2.059,training,CC(C)OC(=O)Cl
1.7589999,training,CC(=O)OC(C)=O
1.056,training,CC1CCC(=O)O1
1.821,training,O=C1CCC(=O)O1
0.47,training,CC1COC(=O)O1
4.3189998,training,CCOP(=S)(OCC)Oc1cc(C)[nH]n1
2.6500001,training,Cc1cccc(O)c1
2.3529999,training,Oc1cccc(Cl)c1
2.3770001,training,Cc1cccc(N)c1
2.5869999,training,Nc1cccc(N)c1
2.563,training,Oc1cccc(O)c1
2.7290001,training,Cc1ccnc(C)c1
2.428,training,Cc1cccc(C)n1
2.0899999,training,Cc1cncc(C)n1
2.325,training,O=C1CCCC(=O)O1
1.3940001,training,COC(=O)CC(=O)OC
2.8529999,training,CC(CCl)OC(C)CCl
2.8900001,training,CC1OC(C)OC(C)OC(C)O1
1.1900001,training,COCC(C)OC(C)=O
2.303,training,Cc1cc(C)cc(O)c1
2.234,training,Cc1cc(C)cc(N)c1
2.3559999,training,Clc1cc(Cl)cc(Cl)c1
1.499,training,Oc1cc(O)cc(O)c1
2.4809999,training,Cc1cc(C)nc(C)c1
1.601,training,Nc1nc(N)nc(N)n1
1.224,training,Oc1nc(O)nc(O)n1
1.608,training,CC(C)CC(O)CC(C)C
1.369,training,CC(=O)OC(C)CC(C)C
1.819,training,Brc1ccccc1
2.161,training,Cc1ccccc1
2.326,training,Cc1ccncc1
3.9549999,training,NC1CCCCC1
1.855,training,OC1CCCCC1
1.806,training,O=C1CCCCC1
2.473,training,Oc1ccccc1
3.3770001,training,Sc1ccccc1
1.7130001,training,CN1CCOCC1
2.0710001,training,Cc1ccccn1
1.7180001,training,Cc1cnccn1
1.4220001,training,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C
1.38,training,CCCCCCOC(=O)CCCCCCCC(=O)OCCCCCC
1.682,training,C=CCCCCCCCCC(=O)OCCCC
1.325,training,CCCCOC(=O)CCCCCCCCC(=O)OCCCC
2.7309999,training,CCCCNC(=S)NCCCC
2.7639999,training,C=CCNC(N)=S
1.0369999,training,CCCOC(C)=O
2.256,training,CCCCC
1.54,training,CCCCCl
2.3010001,training,CCCCN
3.141,training,CCCC#N
2.766,training,C=CCC#N
1.347,training,N#CCCO
1.779,training,CCCCS
1.732,training,CNCCO
1.507,training,COCCO
1.64,training,C1CCOC1
1.702,training,C1CCSC1
1.779,training,c1ccsc1
1.74,training,CC(=O)CCC(C)=O
1.7180001,training,O=C(O)CCC(=O)O
2.2149999,training,O=C(O)/C=C\C(=O)O
1.096,training,O=C(O)/C=C/C(=O)O
2.6370001,training,CN(C)CCN(C)C
2.5969999,training,C=CC(=O)NCNC(=O)C=C
1.972,training,CCCCCCOCCOC(=O)CCCCC(=O)OCCOCCCCCC
1.835,training,CCCCCC(C)=O
1.183,training,C/C=C/C=C/C(=O)O
1.072,training,CC(C)CCOC=O
1.47,training,CC(C)OCCCO
1.61,training,COCCOC(C)=O
2.28,training,NCCCCN
1.274,training,CCCCC=O
1.772,training,OCCCCO
2.914,training,OCC#CCO
1.2869999,training,COCCC#N
1.95,training,CCNCCO
1.345,training,CCCOC=O
2.7049999,training,C=COCCCl
1.627,training,CCOCCO
1.78,training,CCSSCC
0.82099998,training,C1CCCCC1
1.625,training,C1=CCCCC1
1.656,training,C1CNCCN1
2.3280001,training,C1CCNCC1
2.6099999,training,CN(C)CCCN(C)C
2.7,training,CC(C)CNCC(C)C
0.95599997,training,CC(O)COCC(C)O
2.428,training,O=C(O)COCC(=O)O
1.483,training,CCCCCCCC/C=C/CCCCCCCC(=O)OCCOC
2.003,training,CCCCCC#CC(=O)OC
1.618,training,CCCCCCC(C)=O
1.2690001,training,CCCCCCC(=O)O
1.6900001,training,CCOCCOC(C)=O
1.359,training,O=C(O)CCCCCC(=O)O
2.777,training,O=C(Cl)CCCCCCCCC(=O)Cl
0.96600002,training,CC(=O)OCCOCCOCCOC(C)=O
2.381,training,O=[N+]([O-])OCCOCCOCCO[N+](=O)[O-]
2.1789999,training,CCCCCCN
2.152,training,CCCCCCO
1.722,training,C/C=C/C=C/CO
1.717,training,OCCCCCO
2.8729999,training,O=CCCCC=O
1.974,training,CCCCCCS
1.001,training,C=COCCCC
1.173,training,CCOCCCO
2.2179999,training,CCCCN=C=O
1.541,training,NCCNCCO
2.1889999,training,OCCNCCO
1.525,training,C=CCOCCO
0.92699999,training,OCCOCCO
1.267,training,OCCSCCO
2.8440001,training,N#CCCCCC#N
1.552,training,CCCCCCC=O
1.47,training,CCOCCCCO
2.0079999,training,CCCCNCCO
2.4000001,training,CCCCOCCO
1.4680001,training,COCCOCCO
1.88,training,CCCCCCC#CC(=O)OC
1.585,training,CCCCCCCCBr
1.388,training,CCOCCOCCO
2.835,training,CCCCNCCCC
1.659,training,N#CCCNCCC#N
1.395,training,COCCOCCOC
1.824,training,CCCCOCCOC(C)=O
1.5319999,training,CCCCCCCCCC(C)=O
1.7589999,training,CCCCCCCCOC(C)=O
1.205,training,CCOCCOCCOC(C)=O
0.94599998,training,OCCOCCOCCO
1.4,training,NCCCOCCOCCO
1.151,training,COCCOCCOCCO
1.5140001,training,CCOCCOCCOCC
1.868,training,C=CCCCCCCCCC(=O)O
1.7589999,training,CCCCCCCCCCCO
1.729,training,CCCCOCCOCCCC
1.362,training,CCOCCOCCOCCO
0.90399998,training,CCCCCCCCCCCC=O
3.3540001,training,CCCCOCCOCCSC#N
1.676,training,NCCNCCNCCNCCN
0.77999997,training,CCCCCCOCCCCCC
1.899,training,CCCCCCOCCOCCO
0.77600002,training,OCCOCCOCCOCCO
1.748,training,CCCCOCCOCCOCCCC
1.053,training,CCCCCCCC/C=C\CCCCCCCC(=O)O
1.131,training,CCCCCCCCCCCCCCCCCCO
2.803,training,COC(=O)C(c1ccccc1)C1CCCCN1
2.8169999,training,CN(C)CC/C=C1\c2ccccc2CSc2ccccc21
3.198,training,CN(C)CC/C=C1\c2ccccc2Sc2ccc(Cl)cc21
2.2030001,training,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
2.4990001,training,N=C(N)NC(=N)NCCc1ccccc1
3.0079999,training,[N-]=[N+]=CC(=O)OC[C@H](N)C(=O)O
3.448,training,O=CC(Br)(Br)Br
1.635,training,C#CC(C)(C)O
2.0899999,training,CC[Si](Cl)(Cl)Cl
5.1880002,training,CN(C)P(=O)(F)N(C)C
2.207,training,O=C1OC(=O)C2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl
2.404,training,CC1(C)C2CCC1(C)C(OC(=O)CSC#N)C2
2.809,training,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl
0.79100001,training,CC(N)(CO)CO
2.1919999,training,CCC(CC)(CO)CO
1.502,training,CCCCC(CC)(CO)CO
5.1469998,training,CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1
3.2690001,training,COP(=S)(OC)Oc1ccc(S(N)(=O)=O)cc1
1.149,training,C=CC(C)(CCC=C(C)C)OC(C)=O
2.372,training,C=CP(=O)(OCCCl)OCCCl
5.5799999,training,CNC(=O)O/N=C/C(C)(C)SC
3.096,training,CC(C)OP(OC(C)C)OC(C)C
2.799,training,O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl
1.766,training,CCC(C)C(=O)O
1.541,training,O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl
3.0339999,training,CCC(C(c1ccc(Cl)cc1)c1ccc(Cl)cc1)[N+](=O)[O-]
2.6170001,training,CC(C(c1ccc(Cl)cc1)c1ccc(Cl)cc1)[N+](=O)[O-]
1.5829999,training,O=C(O)C(c1ccccc1)c1ccccc1
4.0770001,training,CC(=O)CC(c1ccco1)c1c(O)c2ccccc2oc1=O
0.73400003,training,Nc1ccc(S(=O)(=O)O)c2cccc(S(=O)(=O)O)c12
1.747,training,Nc1ccc2c(S(=O)(=O)O)cccc2c1S(=O)(=O)O
1.115,training,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC
0.92000002,training,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC
1.47,training,Nc1cc2c(S(=O)(=O)O)cc(S(=O)(=O)O)cc2cc1S(=O)(=O)O
2.181,training,Nc1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)cc2c1
2.0109999,training,O=C(OCc1ccccc1)c1ccccc1O
1.952,training,Cc1occc(=O)c1O
1.455,training,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
1.789,training,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl
2.2190001,training,Oc1c(Br)cc(Br)cc1Br
2.573,training,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]
0.97799999,training,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC
1.2460001,training,O=[N+]([O-])c1ccc(Nc2ccc(O)cc2)c([N+](=O)[O-])c1
1.659,training,Cc1ccc(O)c([N+](=O)[O-])c1
2.234,training,COC(=O)c1ccccc1O
4.2909999,training,Cc1cc(OC(=O)N(C)C)n(C(C)C)n1
2.5969999,training,O=c1[nH]ncc2ccccc12
3.1689999,training,CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N1CCOCC1
1.327,training,O=C(c1ccccc1)C(O)c1ccccc1
1.301,training,O=Cc1ccccc1C(=O)O
1.45,training,Nc1ccc(/C=C/c2ccc([N+](=O)[O-])cc2S(=O)(=O)O)c(S(=O)(=O)O)c1
1.196,training,Nc1cccc2cc(S(=O)(=O)O)ccc12
1.762,training,CCCCCCC1=CC(=O)CC(c2ccc3c(c2)OCO3)C1
2.105,training,COc1cc(-c2ccc(N)c(OC)c2)ccc1N
2.5940001,training,NC(=O)Nc1ccc([As](SCC(=O)O)SCC(=O)O)cc1
2.267,training,OCCN(CCO)c1ccccc1
2.849,training,COc1cc2ccc(=O)oc2cc1OC
1.715,training,C/C=C/c1ccc(OCc2ccccc2)c(OC)c1
1.92,training,COc1ccc(C=O)cc1OC
1.671,training,O=S(=O)(O)c1ccc2ccccc2c1
1.442,training,CCN(CC)c1ccc(C=O)cc1
2.5280001,training,O=C(O)COc1ccc2ccccc2c1
2.109,training,Oc1ccc(Cl)cc1Cc1ccccc1
2.835,training,CC(Oc1ccc(Cl)cc1Cl)C(=O)O
2.027,training,CCCCCCCCCCCC(=O)N(CCO)CCO
1.503,training,CC(C)COC(=O)c1ccccc1
2.0480001,training,O=C(OCc1ccccc1)c1ccccc1
2.046,training,O=C(OCCOCCOC(=O)c1ccccc1)c1ccccc1
1.745,training,O=Cc1ccc2c(c1)OCO2
2.0829999,training,C/C=C/c1ccc2c(c1)OCO2
2.21,training,CCCCCCCCS(=O)C(C)Cc1ccc2c(c1)OCO2
2.1670001,training,OCCOc1ccc(Cl)cc1Cl
1.976,training,COc1ccc(C)cc1N
2.069,training,c1ccc2[nH]ccc2c1
2.6270001,training,Oc1ccccc1O
2.3800001,training,Clc1ccc(Cl)c(Cl)c1
3.54,training,Oc1ccc(Cl)cc1Cl
2.8510001,training,CCC(C)(C)c1ccc(O)c(C(C)(C)CC)c1
1.4809999,training,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1
1.499,training,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)Cl
1.767,training,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)O
2.322,training,O=[N+]([O-])c1cc(C(F)(F)F)ccc1Cl
3.5120001,training,O=[N+]([O-])c1cc([As](=O)(O)O)ccc1O
3.1010001,training,C=C/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O
3.27,training,C=C/C=C/CC1=C(C)C(OC(=O)C2C(/C=C(\C)C(=O)OC)C2(C)C)CC1=O
2.0190001,training,CCOc1cc(C=O)ccc1O
1.984,training,COc1cc(C=O)ccc1O
1.9220001,training,CCOC(=O)C1OC1c1ccccc1
2.342,training,CCN(CC)CC
1.89,training,COP(OC)OC
1.149,training,Nc1ccc(S(=O)(=O)O)cc1
2.105,training,CN(C)c1ccccc1
2.5739999,training,O=[N+]([O-])c1cccc(Cl)c1
3.0569999,training,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
2.0050001,training,CCCOC(=O)c1cc(O)c(O)c(O)c1
3.3469999,training,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1
1.429,training,Nc1ccc([N+](=O)[O-])cc1Cl
1.706,training,CC(=O)c1cccc([N+](=O)[O-])c1
1.676,training,O=C(Cl)c1cccc([N+](=O)[O-])c1
1.2029999,training,O=C(O)c1cccc(C(=O)O)c1
2.0280001,training,CC(C)c1ccc(C=O)cc1
1.52,training,O=C(Cl)c1ccc([N+](=O)[O-])cc1
3.0450001,training,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1
1.607,training,CC(O)CN(CC(C)O)CC(C)O
2.3169999,training,CCNc1nc(Cl)nc(NCC)n1
1.749,training,Oc1ccc(Nc2ccccc2)cc1
2.1789999,training,c1ccc(Nc2ccccc2)cc1
2.253,training,CC(C)OC(=O)Nc1ccccc1
1.322,training,CCOC(OCC)OCC
1.956,training,CCOP(OCC)OCC
1.857,training,CC(=O)/C=C/c1ccccc1
1.591,training,c1ccc(OCC2CO2)cc1
1.8890001,training,O=CCc1ccccc1
1.779,training,CC(=O)Nc1ccc(N)cc1
3.099,training,CCOc1ccc(NC(=O)CC(C)=O)cc1
2.3410001,training,O=C(O)COc1ccc(Cl)cc1
1.6339999,training,C=CC(=O)OCCc1ccc(CC)cn1
1.551,training,OCCN1CCN(CCO)CC1
1.772,training,OCCCc1ccccc1
2.04,training,OCCOc1ccccc1
1.608,training,NCCCN1CCOCC1
1.307,training,CCCCC(CC)CCl
1.735,training,O=Cc1ccc(O)cc1
2.598,training,CSc1ccc(Cl)cc1
1.955,training,COc1ccc(C=O)cc1
1.04,training,CC(C)CC(C)CC(O)CC(C)C
1.3099999,training,CCOC(=O)CCC(=O)OCC
2.562,training,Oc1ccc(O)cc1
2.0250001,training,Cc1cnc(C)cn1
1.47,training,O=c1ccc(=O)[nH][nH]1
2.414,training,C=CCOC(=O)CCCCCCCC1OC1CCCCCCCC
1.169,training,CNC=O
1.647,training,O=C(O)CS(=O)(=O)O
1.835,training,CC(C)CC(C)(C)CO
1.831,training,CC(C)CCO
3.26,training,CC(=O)CC(C)=O
0.85000002,training,O=C1CCC(=O)N1
1.742,training,CCC(=O)OC(=O)CC
1.936,training,CC1OC(C)OC(C)O1
2.872,training,O=C1CCCCC/C=C\CCCCCCCCO1
1.462,training,CCCC=O
2.375,training,C1CCNC1
1.798,training,CC(=O)CCC(=O)O
2.8039999,training,O=C(CS)OCCOC(=O)CS
1.033,training,CCCCOC(C)=O
1.322,training,C1COCCO1
1.027,training,CCCCCCCCCCCCCCCCCC(=O)OCCCC
1.156,training,CCCCCCCC(=O)O
2.1900001,training,NCCCCCCN
1.666,training,CCCCOCCOCC(C)O
1.497,training,CCCCOCCOCCOC(C)=O
2.2590001,training,CCCCCCCCCCCCN
2.0510001,training,CCCCCCCCCCCCCCCCCCN
1.8099999,training,CNC
2.75,training,ClC(Br)Br
2.1630001,training,C[As](=O)(O)O
3.3599999,training,CS(=O)(=O)Cl
1.472,training,CC1(C)C2CCC1(C)C(O)C2
2.1630001,training,CCC1(c2ccccc2)C(=O)NCNC1=O
3.369,training,COc1ccc2c(c1)[C@]13CCCCC1[C@H](C2)N(C)CC3
2.697,training,CC1(C)C(=O)N(Br)C(=O)N1Cl
1.901,training,O=[N+]([O-])C(CO)(CO)CO
1.9119999,training,O=CC12CC=CCC1C1CC=CCC1O2
2.474,training,CCCC(=O)OC(C(Cl)(Cl)Cl)P(=O)(OC)OC
1.645,training,CCC1(C)OCCO1
2.7030001,training,C#CC1(OC(N)=O)CCCCC1
3.2219999,training,C=C(OP(=O)(OCC)OCC)P(=O)(OC)OC
1.948,training,CCCCOP(=O)(OCCCC)OCCCC
2.0999999,training,CCCC1OC1(CC)C(N)=O
2.2939999,training,C=CC(=C)Cl
1.1210001,training,NC(=O)NO
1.8,training,ClC(Cl)=C(Cl)Cl
3.513,training,O=C(C(F)(F)Cl)C(F)(F)Cl
3.553,training,CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1
1.825,training,CN1C(=O)OC(C)(C)C1=O
1.427,training,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
2.017,training,ClC(COCC(Cl)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl
1.462,training,C=C1CCC2CC1C2(C)C
1.931,training,C[C@H](CCC(=O)O)C1CCC2C3C(CC[C@@]21C)[C@@]1(C)CC[C@@H](O)CC1C[C@@H]3O
2.3940001,training,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
1.533,training,O=[N+]([O-])c1ccc(/C=C/c2ccc([N+](=O)[O-])cc2S(=O)(=O)O)c(S(=O)(=O)O)c1
2.2709999,training,CC1(C)C2CC=C(CCO)C1C2
3.6989999,training,CCN1C(=O)C=CC1=O
2.1719999,training,O=C1c2ccccc2C(=O)c2c1ccc(C(=O)O)c2[N+](=O)[O-]
2.0580001,training,Cc1ccc(Nc2ccc(Nc3ccc(C)cc3)c3c2C(=O)c2ccccc2C3=O)cc1
1.614,training,Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O
1.608,training,O=C(O)c1ccc(C(=O)O)c2c(C(=O)O)ccc(C(=O)O)c12
1.875,training,c1cc2ccc3cccc4ccc(c1)c2c34
2.9890001,training,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1
1.503,training,O=C1c2cc([N+](=O)[O-])ccc2-c2c1cc([N+](=O)[O-])cc2[N+](=O)[O-]
2.9200001,training,O=C1C=CC(=O)c2ccccc21
1.438,training,COC(=O)/C(OC(C)=O)=C(\OC(C)=O)C(=O)OC
2.5739999,training,C=CCOC(=O)c1ccccc1C(=O)OCC=C
1.425,training,Nc1cc(S(=O)(=O)O)c2cccc(S(=O)(=O)O)c2c1
1.489,training,COc1ccc(C(=O)c2ccccc2)c(O)c1
3.3380001,training,Cc1ccccc1N=Nc1c(N)ccc2ccccc12
1.3380001,training,O=c1[nH]cnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O
3.3670001,training,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1
1.551,training,O=C(O)c1ccccc1C(=O)Nc1cccc2ccccc12
1.553,training,CC(=O)OC1=C(OC(C)=O)C(=O)OC1=O
1.85,training,O=C(CCl)OC1=C(OC(=O)CCl)C(=O)OC1=O
1.661,training,O=C(Cc1ccccc1)OC1=C(OC(=O)Cc2ccccc2)C(=O)OC1=O
1.256,training,CCCC(=O)OC1=C(OC(=O)CCC)C(=O)OC1=O
1.326,training,O=C1NC(CCCl)Oc2ccccc21
1.524,training,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl
1.392,training,O=C(O)/C(O)=C(\O)C(=O)O
1.3430001,training,COC(=O)/C(O)=C(\O)C(=O)OC
1.832,training,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O
1.77,training,Nc1cc(Cl)cc(C(=O)O)c1Cl
1.529,training,O=C1OC(=O)C(OC(=O)c2ccccc2)=C1OC(=O)c1ccccc1
1.716,training,COC(=O)c1ccccc1N
2.6800001,training,CC1NCCOC1c1ccccc1
1.992,training,CCN(CC)C(=O)c1cccc(C)c1
1.362,training,CCN1CN(CO)C(=O)N(CO)C1
1.7359999,training,COc1ccccc1C=O
1.867,training,Oc1ccc2ccccc2c1
1.842,training,CCC(C)c1ccccc1
2.5639999,training,CC(Cl)(Cl)C(=O)OCCOc1cc(Cl)c(Cl)cc1Cl
2.428,training,O=C(Oc1cccc(O)c1)c1ccccc1
1.682,training,CCCOC(=O)c1ccc(C(=O)OCCC)nc1
2.385,training,CCCCOC(=O)c1ccccc1
1.837,training,Cc1ccccc1NCCO
2.3699999,training,CCCCCc1ccccc1O
1.92,training,Cc1ccc2[nH]nnc2c1
1.842,training,C=C(C#N)C(=O)OC
1.3609999,training,CCCCC(CC)COC(=O)c1cccc(C(=O)OCC(CC)CCCC)c1
2.7219999,training,N#CC(OC1OC(CO)C(O)C(O)C1O)c1ccccc1
1.41,training,C=C(C)C1CC=C(C)CC1
2.24,training,O=C(O)CN(CC(=O)O)CC(=O)O
2.142,training,CCC(C)CC(CC)Nc1ccc(NC(CC)CC(C)CC)cc1
2.533,training,c1ccc(Sc2ccccc2)cc1
2.0020001,training,CCNC(=O)Nc1ncc([N+](=O)[O-])s1
1.4220001,training,CCCCCCC(C/C=C\CCCCCCCC(=O)OCCOC)OC(C)=O
1.78,training,CC(=O)OCc1ccccc1
1.521,training,CC(C)CC(=O)OCCc1ccccc1
1.64,training,CC(C)CC(=O)OC/C=C/c1ccccc1
2.6370001,training,N#CCc1ccccc1
1.898,training,CC(=O)Oc1ccc(C)cc1
1.993,training,CC(=O)Nc1ccc(C(=O)CCl)cc1
1.934,training,CC(COc1ccc(C(C)(C)C)cc1)OS(=O)OCCCl
1.652,training,CC(C)(C)CC(C)(C)c1ccc(O)cc1
2.9549999,training,O=NN1CCN(N=O)CC1
1.821,training,CCN(CC)CCOCCO
2.0969999,training,C=CC(=O)OCC
1.459,training,CCCCOC(=O)CCC(=O)OCCCC
1.7309999,training,CCOC(=O)/C=C\C(=O)OCC
1.86,training,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC
2.484,training,CC(C)=CCC/C(C)=C\C=O
0.884,training,O=CCCCC(O)C=O
2.0550001,training,N#CC1CCC2OC2C1
1.55,training,NCCO
4.2610002,training,COP(=O)(OC)O/C(C)=C/C(=O)N(C)C
1.943,training,CC(=O)C=C(C)C
1.9,training,O=C(O)CC(=O)O
1.61,training,CC1CNCC(C)O1
1.515,training,CCOC(=O)CC(C)=O
0.78600001,training,CCCCCCCCCCCC(=O)OCC(O)CO
2.5320001,training,C=CCOC(=O)CCCCCC
2.809,training,C=CCOC(=O)OCCOCCOC(=O)OCC=C
1.6160001,training,C1=CCCC1
1.786,training,CCCCCC(=O)O
2.506,training,C/C=C/C=C/C=O
2.5280001,training,CCCNCCC
1.245,training,CCCCOCCCC
1.223,training,CCCCCCCCCCCC(=O)O
2.688,training,CCCCCCNCCCCCC
1.59,training,CCCCOCCOCCOCCO
2.6800001,training,NCCCCCCNCCCCCCN
2.2850001,training,CCCCOCCOCCOCOCCOCCOCCCC
