IGC50,group,smiles
2.003,training,CCOC(=O)CC(=O)OCC
1.77,training,CCOC(=O)CC#N
1.166,training,CN(CCO)CCO
2.586,training,CCCOC(=O)CCC
3.1400001,training,Cc1ccc(O)c(C)c1
4.4899998,training,CCCCOC(=O)/C=C/C(=O)OCCCC
3.7920001,training,CCCCOC(=O)CCCCC(=O)OCCCC
2.1849999,training,CCCOC(=O)CC
3.6800001,training,Brc1ccc(Br)cc1
3.47,training,Cc1ccc(Br)cc1
4.0100002,training,Nc1ccc(Br)cc1
3.6800001,training,Oc1ccc(Br)cc1
3.25,training,Cc1ccc(C)cc1
2.8399999,training,Cc1ccc(O)cc1
2.95,training,Cc1ccc(N)cc1
3.29,training,C=CC(=O)OCC(C)C
2.4389999,training,CCCCCC(=O)OC
3.1040001,training,CCCCCCC(=O)OC
4.0110002,training,COC(=O)CCCCCCCCC(=O)OC
3.569,training,C=CCBr
4.8899999,training,C=CC=O
2.0599999,training,C=CCCl
1.5829999,training,OCCCl
2.6099999,training,CCCI
1.028,training,CCC#N
3.845,training,N#CCCl
1.082,training,C=CCO
1.926,training,C#CCO
1.39,training,C/C=N/O
1.502,training,COC=O
1.0470001,training,CC(O)CC(C)(C)O
3.8540001,training,CC(C)(C)OC(=O)CCl
3.25,training,CC(C)CCBr
2.4230001,training,CC(C)CCN
3.0899999,training,CC(C)=CC=O
1.778,training,CCCC(C)=O
0.699,training,CC(O)CCO
2.428,training,CCCC(=O)O
2.4549999,training,C/C=C/C(=O)O
2.668,training,O=C(O)CCCl
2.01,training,CCC[N+](=O)[O-]
2.141,training,C=COC(C)=O
1.7920001,training,CC(=O)CC(C)C
1.41,training,CC(=O)OC(C)C
2.5109999,training,C=C(C)OC(C)=O
1.431,training,CC1CCC(=O)O1
2.9200001,training,Cc1cccc(O)c1
3.8699999,training,Oc1cccc(Cl)c1
2.72,training,Cc1cccc(N)c1
2.3499999,training,Oc1cccc(O)c1
2.3499999,training,Cc1ccnc(C)c1
2.1900001,training,Cc1cccc(C)n1
1.7130001,training,COC(=O)CC(=O)OC
2.6400001,training,Cc1cc(C)cc(N)c1
3.8699999,training,Clc1cc(Cl)cc(Cl)c1
1.74,training,Oc1cc(O)cc(O)c1
3.25,training,Cc1ccccc1
2.8699999,training,Clc1ccccc1
2.234,training,OC1CCCCC1
1.767,training,O=C1CCCCC1
2.6500001,training,Oc1ccccc1
4.6599998,training,Sc1ccccc1
2.46,training,Brc1ccccn1
1.99,training,Cc1ccccn1
1.91,training,Cc1cnccn1
2.1600001,training,Clc1ccccn1
3.516,training,CCCCOC(=O)CCC
3.8599999,training,CCCCNC(=S)NCCCC
1.86,training,C=CCCC(C)=O
3.5109999,training,CCC#CC(C)O
2.733,training,CCCCC(=O)O
1.762,training,CCCOC(C)=O
2.0899999,training,CCCCCl
1.559,training,CCCC#N
1.521,training,C=CCC#N
3.22,training,N#CCC#N
1.1799999,training,CNCCO
1.21,training,COCCN
1.35,training,c1ccoc1
1.5599999,training,c1ccsc1
1.597,training,CC(=O)CCC(C)=O
2.0610001,training,O=C(O)CCC(=O)O
2.4849999,training,C=CC(=O)NCNC(=O)C=C
4.3540001,training,CCOC(=O)CCCCCCCCC(=O)OCC
4.3779998,training,CCCCCCCCCC(=O)OC
3.484,training,CCCCCBr
3.72,training,CCCCCC
3.77,training,ClC/C=C/CCl
2.5150001,training,CCCCCN
1.993,training,CCCCC#N
2.9779999,training,CCCCC=O
0.764,training,OCCCCO
1.1160001,training,OCC#CCO
2.322,training,CCCCNC
1.978,training,CCCOC=O
1.6799999,training,c1ccncc1
2.3610001,training,O=C(O)CCCC(=O)O
2.855,training,CCCCCCC(C)=O
2.8870001,training,CCCCCCC(=O)O
2.4159999,training,O=C(O)CCCCCC(=O)O
3.937,training,CCCCCCBr
2.78,training,CCCCCCN
2.6210001,training,CCCCCCO
1.066,training,OCCCCCO
1.206,training,OCCNCCO
3.211,training,CCCCCCCN
1.462,training,N#CCCCCC#N
3.105,training,CCCCCCCO
2.9979999,training,CCCCCCC=O
4.3200002,training,CCCCCCC#CC(=O)OC
4.8699999,training,CCCCCCCCBr
3.6700001,training,CCCCCCCCCl
3.3510001,training,CCCCCCCCN
3.5829999,training,CCCCCCCCO
3.3510001,training,CCCCCCCCC(=O)O
4.5349998,training,CCCCCCCCCC(C)=O
4.0570002,training,CCCCCCCCOC(C)=O
4.8800001,training,CCCCCCCCCCOC(C)=O
4.7010002,training,CCCCCCCCCN
4.9549999,training,CCCCCCCCCCCO
4.6900001,training,CCCCCCCCCCC=O
3.224,training,OCCCCCCCCCCO
1.6109999,training,C=CC(C)(C)O
1.689,training,C#CC(C)(C)O
2.5350001,training,OCC(Cl)(Cl)Cl
4.8099999,training,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1
4.8200002,training,O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl
6.3600001,training,O=C1C(Cl)=C(Cl)C(=O)c2ccccc21
4.23,training,O=C(c1ccccc1)c1ccccc1O
4.9099998,training,Oc1c(Br)cc(Br)cc1Br
2.55,training,O=C(O)c1ccccc1Cl
3.5699999,training,Cc1ccc(O)c([N+](=O)[O-])c1
2.96,training,C/C(=N\O)C(=O)c1ccccc1
3.8699999,training,O=C(c1ccccc1)c1ccccc1
3.5699999,training,CCOC(=O)c1ccc(O)cc1
4.4499998,training,O=C(OCc1ccccc1)c1ccccc1
3.75,training,Oc1ccccc1O
3.8699999,training,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
3.8499999,training,O=[N+]([O-])c1cc(C(F)(F)F)ccc1Cl
3.02,training,CCOc1cc(C=O)ccc1O
2.97,training,COc1cc(C=O)ccc1O
3.28,training,CN(C)c1ccccc1
3.73,training,O=[N+]([O-])c1cccc(Cl)c1
3.3199999,training,CC(=O)c1cccc([N+](=O)[O-])c1
3.6700001,training,CC(C)c1ccc(C=O)cc1
3.8699999,training,O=CCc1ccccc1
2.79,training,OCCCc1ccccc1
2.9530001,training,COc1ccc(C=O)cc1
2.526,training,CCCC(C)C=O
2.3310001,training,CCCC(=O)CCC
2.618,training,C=COC(=O)CCC
2.9200001,training,Nc1ccc(O)cc1
3.47,training,Oc1ccc(O)cc1
2.5150001,training,CCC=O
1.964,training,CC(C)CCO
3.0639999,training,CCCCCC(=O)OCC
3.2130001,training,C=CCOC(=O)CCCCC
2.6199999,training,CCCC=O
4.0599999,training,C/C=C/C=O
2.5139999,training,CCCCOC(C)=O
3,training,CCCCCCC(C)O
2.3940001,training,O=C(O)CCCCC(=O)O
3.0810001,training,CCCCCCCC(=O)O
3.283,training,CCCCCCCC#N
3.8080001,training,CCCCCCCCC=O
1.069,training,CC(C)(N)CO
1.508,training,CC(O)CCl
1.752,training,CC(C)=NO
1.051,training,CC(=O)N(C)C
4.79,training,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
5,training,O=C1C=CC(=O)c2ccccc21
3.98,training,CCCOC(=O)c1ccccc1C(=O)OCCC
3.96,training,O=C(c1ccc(O)cc1O)c1ccc(O)cc1O
4.3699999,training,O=C(c1ccccc1)c1ccc(O)cc1O
4.4200001,training,COc1ccc(C(=O)c2ccccc2)c(O)c1
4.3699999,training,Cc1ccccc1C(=O)c1ccccc1
4.4200001,training,c1ccc2c(c1)oc1ccccc12
3.5569999,training,CCCCC(C(=O)OCC)C(=O)OCC
4.4099998,training,Nc1ccc(C(=O)Oc2ccccc2)c(O)c1
3.1700001,training,COc1cc(C=O)cc(OC)c1O
3.9200001,training,CCCCOC(=O)c1ccccc1
4.8000002,training,CCCCCCc1ccc(O)cc1O
3.97,training,Oc1cc(O)c(Cl)cc1Cl
2.0469999,training,CCC(C)CO
3.1070001,training,O=Cc1ccc(O)c(O)c1
4.0999999,training,CC(C)CC(=O)OCCc1ccccc1
2.6400001,training,N#CCc1ccccc1
2.21,training,NCCN1CCNCC1
3.52,training,C=CC(=O)OCC
3.5120001,training,CCCCOC(=O)CCC(=O)OCCCC
3.0090001,training,CCCCC(=O)OCCC
2.8740001,training,CCOC(=O)CCCCC(=O)OCC
3.52,training,C=CC(=O)OCCCC
1.115,training,NCCO
1.7029999,training,CCOC(C)=O
4.0900002,training,C=C(C)C(=O)OCCCCCC
3.7279999,training,C=CCOC(=O)CCCCCC
1.415,training,CC(C)(O)C#CC(C)(C)O
3.3399999,training,CCCCCC(=O)Cl
2.7920001,training,CCCCCC(=O)O
2.9909999,training,CCCCCCOC(C)=O
4.8540001,training,NC(=O)CI
3.3770001,training,COc1cccc(C=O)c1O
3.076,training,CCCCC(CC)C(=O)O
2.6700001,training,COc1cccc(O)c1
1.5,training,O=C(O)Cc1ccc(O)cc1
3.1400001,training,NCCc1ccc(Cl)cc1
1.308,training,NCCCO
4.3099999,training,c1ccc2c(c1)ccc1cccnc12
4.0700002,training,c1cnc2c(c1)ccc1ncccc12
2.6600001,training,c1ccc2cnncc2c1
2.71,training,c1ccc2ncncc2c1
4.4000001,training,c1ccc2nc3ccccc3cc2c1
1.29,training,c1cn[nH]c1
2,training,c1c[nH]cn1
1.59,training,c1ccnnc1
1.1799999,training,c1cnccn1
3.1900001,training,C=CCc1ccccc1
4.8099999,training,O=[N+]([O-])c1cc(I)c(O)c(I)c1
4.8699999,training,O=[N+]([O-])c1c(F)cc(F)c(F)c1F
4.6199999,training,O=[N+]([O-])c1cc(Br)cc(F)c1O
2.5999999,training,O=C(O)c1cc(Cl)ccc1O
3.3900001,training,Fc1cccc2ccccc12
3.53,training,Fc1ccc(-c2ccccc2)cc1
5.0799999,training,O=[N+]([O-])c1cc([N+](=O)[O-])c(F)cc1F
3.506,training,CCCCCCCCCC(=O)O
3.8,training,O=[N+]([O-])c1ccc(F)c(Cl)c1
3.0999999,training,O=[N+]([O-])c1ccc(F)cc1
2.02,training,CCSCC
3.5999999,training,Oc1ccc(F)cc1F
4.6900001,training,Nc1cc(F)c([N+](=O)[O-])cc1[N+](=O)[O-]
3.5899999,training,Nc1ccc(F)cc1
3.02,training,Oc1ccc(F)cc1
1.8,training,Fc1ccccn1
3.8,training,Oc1c(Cl)cc(F)cc1Cl
2.98,training,Nc1ccc(F)cc1C(F)(F)F
4.3800001,training,O=[N+]([O-])c1cc(F)ccc1O
3.6199999,training,Oc1ccc(C(F)(F)F)cc1
3.2,training,O=[N+]([O-])c1cccc(F)c1
4.0700002,training,O=[N+]([O-])c1ccc(O)c(F)c1
2.77,training,CC(=O)C(C)=O
2.99,training,O=C(c1ccccc1)C(F)(F)F
2.8,training,OCc1c(F)c(F)c(F)c(F)c1F
4.1199999,training,O=[N+]([O-])c1ccc(F)cc1O
2.3299999,training,OCc1ccccc1F
3.079,training,O=Cc1ccccc1F
3.01,training,CCOC(=O)c1ccc(F)cc1
3.3699999,training,Cc1ccc(O)c(O)c1
2.6099999,training,OCc1cccc(F)c1
2.8729999,training,O=Cc1ccc(F)cc1
4.5209999,training,CCCCCCC(=O)CCCCCC
5.8299999,training,O=C1C=CC(=O)c2c(O)ccc(O)c21
6.3299999,training,O=C1C=CC(=O)c2c(O)cccc21
5.1999998,training,CC1=CC(=O)c2c(O)cccc2C1=O
3.128,training,O=Cc1c(O)cc(O)cc1O
3.3800001,training,O=C(NO)c1ccccc1
2.8599999,training,C/C=C(/C)C=O
2.8800001,training,COc1cc(C(C)=O)ccc1O
3,training,O=Cc1ccoc1
3.4000001,training,O=Cc1ccsc1
2.8699999,training,O=Cc1cccnc1
2.1700001,training,OCCc1ccc(O)cc1
2.6589999,training,CC(C)CC(=O)O
2.0710001,training,O=C1CCCC(=O)C1
2.8900001,training,C1CSCCS1
2.4879999,training,O=C(O)CCCCCCC(=O)O
1.1799999,training,COP(=O)(OC)OC
1.337,training,C=C(C)CO
3.641,training,CC(=O)C(Cl)Cl
6.1999998,training,O=C1C=Cc2ccccc2C1=O
4.4099998,training,O=c1cc(-c2ccccc2)oc2ccccc12
4.2800002,training,Cc1c(C)c(O)c(C)c(C)c1O
3.4200001,training,Cc1cc(C)c(O)c(C)c1
4.25,training,O=[N+]([O-])c1ccccc1[N+](=O)[O-]
2.76,training,Cc1ccccc1C#N
3.7639999,training,CCOC(=O)C(Br)CC
1.324,training,NC(CO)CO
1.89,training,CNC(=S)NC
4.73,training,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
4.0570002,training,CCOC(=O)C(C)Br
2.569,training,CCOC(=O)C(C)Cl
2.8699999,training,O=C(O)c1cccc(Cl)c1
2.8599999,training,C#Cc1ccccc1
4.5300002,training,CCCCOC(=O)/C=C/c1ccccc1
4.79,training,CCCCCc1ccccc1
3.1259999,training,CCOC(=O)CCBr
2.642,training,CCCCC(=O)OCC
1.6,training,CCOC(=O)CCC(C)=O
2.3069999,training,CCC(=O)OCC(C)C
2.154,training,OCCBr
1.51,training,CC(=O)OC(C)(C)C
1.34,training,CC(C)CC(N)=O
2.214,training,CC(C)CCC#N
1.692,training,CC(C)COC=O
2.53,training,CCCCCC(C)O
1.363,training,N#CCCCC#N
5.1370001,training,S=C=Nc1cccc2ccccc12
3.55,training,COc1ccc(C(C)=O)c(O)c1
3.1700001,training,O=Cc1ccccc1[N+](=O)[O-]
1.391,training,CCC(=O)OC
3.51,training,O=[N+]([O-])c1cccc(O)c1
3.2,training,O=Cc1ccc([N+](=O)[O-])cc1
3.796,training,C=CCI
1.761,training,CC(C)=CCO
4.3400002,training,CC/C=C\CC/C=C/C=O
4.638,training,O=[N+]([O-])CBr
1.831,training,CC(=O)C(C)C
2.973,training,C#CC(O)C(C)C
2.451,training,CC(C)C(Br)C(=O)O
4.4299998,training,Cc1ccc(C)c2ccccc12
4.2800002,training,Oc1cccc(Cl)c1Cl
2.9200001,training,Cc1cccc(C)c1O
5.5700002,training,Cc1c(O)c(Br)c(Br)c(Br)c1Br
3.75,training,O=[N+]([O-])c1ccccc1Br
3.27,training,O=[N+]([O-])c1ccc(O)cc1[N+](=O)[O-]
3.3099999,training,CCc1cccc(CC)c1N
2.72,training,CC(CN)c1ccccc1
3.0799999,training,O=C(CO)c1ccccc1
2.5,training,Cc1ccncc1C
2.1900001,training,CC1CCCCC1=O
4.6799998,training,Oc1ccc(O)c(Br)c1
4.1300001,training,Oc1cc(Cl)ccc1Cl
1.756,training,CCC(O)CC
5.3099999,training,O=[N+]([O-])c1ccc(Br)c([N+](=O)[O-])c1
2.9579999,training,CCCC(Br)C(=O)O
3.74,training,CC(C)(C)c1cccc(O)c1
2.3310001,training,CC(Br)c1ccccc1
4.0300002,training,O=[N+]([O-])c1cccc(Br)c1
3.8499999,training,CC(C)c1ccc(Br)cc1
3.3800001,training,O=[N+]([O-])c1ccc(Br)cc1
2.97,training,CCc1cccc(N)c1
2.76,training,Cc1cccc(CO)c1
3.4059999,training,O=Cc1cccc(Cl)c1
2.5899999,training,CNCCc1ccccc1
3.03,training,CCc1ccc(N)cc1
2.6600001,training,C/C=C/C(=O)OCC(C)C
2.51,training,CCCCC(O)CC
2.9400001,training,CCCCCC(O)CC
3.1700001,training,CCCCOC(=O)CC
5.2290001,training,N#CCBr
2.6700001,training,CC(C)CC=O
2.9560001,training,O=C(O)CCBr
4.1500001,training,Oc1cccc(Br)c1
2.48,training,Nc1cccc(O)c1
3.23,training,COc1cccc(C=O)c1
4.5599999,training,Oc1cc(Cl)cc(Cl)c1
3.3599999,training,Ic1ccccc1
1.6569999,training,CCCCC(C)=O
3.48,training,C=CCOC(C)=O
2.0339999,training,CCCCOC(N)=O
4.7210002,training,CCCCN=C=S
2.302,training,CCC(C)(C)N
2.7119999,training,NC(=O)C(Cl)(Cl)Cl
1.16,training,CCS(=O)(=O)CC
2.744,training,CCCCS(=O)(=O)CCCC
1.947,training,C=CC(C)O
2.01,training,OCC(Cl)Cl
1.63,training,CNC(N)=S
1.025,training,COC(N)=O
2.092,training,CCN(C)C
2.0039999,training,CC(C)C(C)O
1.72,training,COC(=O)C(C)(C)C
2.21,training,CCS(=O)(=O)c1ccccc1
3.152,training,CCOC(=O)C(C)(C)Br
2.2950001,training,CC(C)C(O)C(C)C
3.6600001,training,O=[N+]([O-])c1c(O)cccc1O
4.3600001,training,O=[N+]([O-])c1ccc2ccccc2c1O
3.0799999,training,O=[N+]([O-])c1cccc2cccnc12
4.4099998,training,Cc1c(O)ccc(O)c1C
5.6599998,training,Oc1c(Br)c(Br)c(Br)c(Br)c1Br
2.4890001,training,CCOC(=O)C(C)C(=O)OCC
4.4380002,training,CCOC(=O)C(Br)C(C)Br
3.0209999,training,CCOC(=O)C(Br)C(C)C
1.5599999,training,NC(=O)c1ccco1
4.75,training,O=[N+]([O-])c1cc(Cl)cc(Cl)c1O
2.28,training,NC(=O)c1ccccc1[N+](=O)[O-]
4.52,training,Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1
2.6900001,training,O=C(O)c1cc(Br)ccc1Br
4.27,training,O=[N+]([O-])c1cc(O)ccc1Cl
4.0799999,training,N#Cc1ccccc1[N+](=O)[O-]
2.8499999,training,O=[N+]([O-])c1ccccc1CO
5.9590001,training,O=C(CBr)c1ccc2ccccc2c1
3.3099999,training,N#CC(=O)c1ccccc1
3.29,training,CCN(C)c1ccccc1
3.3499999,training,Nc1ccccc1I
4.4000001,training,Oc1ccc(Br)cc1Br
3.1800001,training,Cc1ccc(N)c(Cl)c1
3.54,training,Cc1ccc(Cl)c(O)c1
3.6989999,training,CCCC(Br)C(=O)OCC
3.4549999,training,CCCCC(Br)C(=O)O
2.187,training,CCC(N)CC
1.653,training,C=CC(O)CC
1.573,training,NCC(O)CN
2.244,training,CCN(C)CC
2.3,training,Cc1ccsc1
3.76,training,CCOc1ccc(N)c([N+](=O)[O-])c1
2.4300001,training,CC(C)(O)c1ccccc1
3.6099999,training,CC(C)c1cccc(O)c1
3.46,training,O=C(O)c1cc(Br)cc(Br)c1
4.1300001,training,O=[N+]([O-])c1cc(Cl)cc(Cl)c1
3.9400001,training,Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
4.1799998,training,O=[N+]([O-])c1ccc(O)c(Cl)c1
2.78,training,O=[N+]([O-])c1cccc(CO)c1
3.5999999,training,COC(=O)c1ccc(Br)cc1
3.1199999,training,O=[N+]([O-])c1ccc(CO)cc1
3.1800001,training,NC(=O)c1ccc([N+](=O)[O-])cc1
3.29,training,CCc1cccc(O)c1
2.75,training,Cc1cccc(C#N)c1
3.0810001,training,Cc1cccc(C=O)c1
1.98,training,OCc1cccc(O)c1
4.5799999,training,O=[N+]([O-])c1ccc(Oc2ccccc2)cc1
3.6800001,training,c1ccc(Cc2cccnc2)cc1
2.8399999,training,CC(=O)Nc1cccc(O)c1
2.8599999,training,COc1ccc(C=O)cc1O
3.6600001,training,NC(=S)NCc1ccccc1
2.27,training,NC(=O)COc1ccccc1
3.1700001,training,ClCCc1ccccc1
2.8900001,training,O/N=C\c1ccccc1
3.3,training,CCSc1ccccc1
2.6099999,training,NC(=O)Oc1ccccc1
3.01,training,CCOc1ccc(O)cc1
5.7399998,training,S=C=NCc1ccccc1
3,training,N#Cc1ccc(Cl)cc1
3.5999999,training,COc1ccc(Cl)cc1
2.914,training,O=Cc1ccc(C=O)cc1
2.98,training,CC/C=C(\C)C=O
2.1500001,training,CCCC(O)CC
1.7539999,training,CCCC(=O)OC
2.0799999,training,C/C=C/C(=O)OC
4.6999998,training,C#CC(=O)OCC
5.921,training,CCOC(=O)CI
2.5020001,training,CCOC(=O)CCCl
2.01,training,CCOS(=O)OCC
3.086,training,CCCOS(=O)OCCC
4.1459999,training,CCCCC(Br)CBr
2.155,training,CCCCC(=O)OC
3.3599999,training,CCCCCCC(O)CC
2.957,training,CCCCCOC(=O)CC
2.1289999,training,NNC=O
2.263,training,CC(C)(C)CCO
2.1240001,training,CC(C)CC#N
2.3150001,training,CCCC(C)N
1.483,training,C=CCC(C)O
3.54,training,C/C=C/C(C)=O
2.358,training,C=CCC(=O)O
1.299,training,CCNC(C)=O
1.87,training,CCNC(N)=S
2.52,training,Cc1ccc(C)o1
4.1199999,training,Oc1cccc(I)c1
2.3629999,training,CC(C)CCCO
2.0699999,training,CCCCC(C)O
2.323,training,O=C(O)CCCCl
2.3099999,training,CCCC[N+](=O)[O-]
2.0669999,training,OCCCBr
1.3049999,training,C=CCCO
1.601,training,OCCCCl
2.191,training,CCCNC
2.092,training,CCCCCC(N)=O
2.1300001,training,C/C=C/COC(C)=O
2.0699999,training,N#CCCCCl
4.6929998,training,CCCN=C=S
3.1630001,training,CCCCCOC(C)=O
2.6240001,training,CCCCCC#N
4.487,training,CCCCCCCBr
2.763,training,CCCCCCC#N
4.7059999,training,CCCCCN=C=S
2.618,training,CCCCCCOC=O
2.23,training,N#CCCCCCCC#N
1.675,training,CC(C)(C)C#N
5.1370001,training,CCOC(=O)C(Br)(Br)C(=O)OCC
4.3499999,training,Nc1ccc(Cl)c(Cl)c1Cl
4.0089998,training,O=Cc1cc(Cl)ccc1O
2.99,training,CC(=S)Nc1ccccc1
3.6900001,training,BrCCCc1ccccc1
1.332,training,O=C1CCC(=O)CC1
2.52,training,CCOC(=O)C=C(C)C
2.655,training,CCCCC(=O)Cl
2.217,training,CCCCCOC=O
3.1199999,training,CC(C)c1ccccc1N
4.6599998,training,Cc1ccc(-c2ccccc2)cc1
2.8099999,training,NC(=O)c1cccc([N+](=O)[O-])c1
3.6400001,training,CCCc1ccc(O)cc1
2.8399999,training,N#CCCc1ccccc1
3.8199999,training,O=Cc1c(F)c(F)c(F)c(F)c1F
3.1900001,training,CC#Cc1ccccc1
4.5229998,training,NC(=O)CBr
2.023,training,NC(=O)C(Cl)Cl
5.2150002,training,CCOC(=O)C(Br)C(=O)OCC
1.4579999,training,CCN(CC)C(C)=O
4.5700002,training,C=C(C)C(=O)OCC(CC)CCCC
2.914,training,O=C(O)CCCCCCCCCCC(=O)O
3.582,training,CCCCCCCCC(C)=O
4.0900002,training,CCCCCOCCCCC
3.3599999,training,Cc1cc(C)c(C)c(O)c1
5.04,training,O=[N+]([O-])/C=C/c1ccco1
3.5899999,training,Cc1ccc([N+](=O)[O-])c(O)c1
3.27,training,O=Cc1ccc([N+](=O)[O-])c(O)c1
3.1600001,training,CCCC(O)Cc1ccccc1
2.9230001,training,CCCCCC1CCCC(=O)O1
3.493,training,CCCCCCC1CCC(=O)O1
4.3200002,training,O=Cc1c(O)ccc2ccccc12
5.1199999,training,O=[N+]([O-])c1ccc(I)c([N+](=O)[O-])c1
3.3599999,training,CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
1.5190001,training,CC(C)(C)C(N)=O
1.426,training,CCC(=O)N(C)C
1.628,training,CC(C)(C)OC=O
1.842,training,CC(=O)NC(C)(C)C
1.8200001,training,C=C(C)CCO
2.132,training,CC#CCO
2.6159999,training,CCCC#CCO
3.6500001,training,Cc1ccc(Br)s1
3.22,training,COc1ccccc1Cl
2.9400001,training,N#Cc1cccc(Cl)c1
3.0699999,training,CCc1ccc(CO)cc1
2.9200001,training,OC12CC3CC(CC(C3)C1)C2
2.3,training,Cc1cc(C)c(C#N)c(=O)[nH]1
3.0799999,training,C=COC(=O)c1ccccc1
3.3599999,training,CC(C)(C)c1ccc(N)cc1
4.6300001,training,Oc1c(F)c(F)c(F)c(F)c1F
4.8400002,training,Oc1c(F)c(F)c(O)c(F)c1F
4.8899999,training,O=[N+]([O-])c1ccc(F)c(F)c1F
3.27,training,OCCc1cccc2ccccc12
4.8540001,training,CC(=O)C(C)Br
5.6020002,training,CCC(=O)CBr
2.7,training,C=COC(=O)CCCCCCC
3.6900001,training,C=CC(=O)OCCO
1.785,training,C=CCCCO
3.6600001,training,CCCCCCCC(C)=O
5.1999998,training,COc1cc(O)ccc1O
4.8099999,training,Oc1cc(Cl)c(O)cc1Cl
4.6199999,training,Nc1c(Br)cc(Br)cc1[N+](=O)[O-]
4.2399998,training,C=Cc1ccc2ccccc2c1
4.3600001,training,Oc1ccc(Oc2ccccc2)cc1
4.1599998,training,O=C(c1ccccc1O)c1ccccc1O
4.8899999,training,O=[N+]([O-])c1ccc(Nc2ccccc2)cc1
4.48,training,O=C1C=C(c2ccccc2)C(=O)C=C1c1ccccc1
1.92,training,C=C(C)C(=O)OCCO
2.96,training,Brc1ccsc1
2.5699999,training,CCc1cccs1
2.9400001,training,N#Cc1cccc(O)c1
3.1500001,training,OCc1cccc(Cl)c1
3.25,training,OCc1ccc(Cl)cc1
4.52,training,Nc1c(Br)cc(Cl)cc1Br
4.04,training,O=Cc1ccc(Cl)cc1Cl
3.8599999,training,CCCSc1ccccc1
3.1900001,training,CC(=O)c1ccc(O)cc1C
3.8399999,training,Cc1cc2ccccc2n1C
3.6800001,training,Cc1ccc2nc(C)ccc2c1
3.48,training,CC(C)(C)c1ccc(CO)cc1
4.7800002,training,O=[N+]([O-])c1cc(Cl)c(Cl)c(Cl)c1Cl
5.4299998,training,O=[N+]([O-])c1c(F)c(F)c(F)c(F)c1F
4.04,training,Cc1ccc2ccccc2c1[N+](=O)[O-]
3.9100001,training,C=C(C=O)CC
4.77,training,C#CC(=O)OC
3.25,training,C=CCC(O)C=C
3.53,training,C=CC(=O)OCCC
2.3099999,training,CCCNC(N)=S
2.2409999,training,OCCCCCl
1.705,training,C#CCCCCO
2.2460001,training,C/C=C/CCCO
2.5280001,training,CCC/C=C/CO
2.191,training,CC/C=C\CCO
3.6400001,training,O=C1C=CCC1
2.3099999,training,CC(=O)c1cccn1C
2,training,CC(=O)c1ccn(C)c1
3.1800001,training,NNC(=O)c1ccccc1O
2.52,training,NNC(=O)Cc1ccccc1
4.71,training,N#Cc1ccc(Cl)c([N+](=O)[O-])c1
3.6800001,training,C=CCOC(=O)C=C
3.6500001,training,C=CC(=O)OCC(C)O
1.976,training,CCC#CCCO
2.52,training,O=Cc1ccc[nH]1
2.24,training,N#Cc1cccs1
2.79,training,CCC(=O)Cc1ccccc1
3.27,training,c1ccc(-c2ccccn2)cc1
3.5599999,training,CCCCC(=O)c1ccccc1
4.5500002,training,O=C(c1ccccc1)c1cccc(Cl)c1
1.62,training,CC(=O)NN
1.796,training,CCOC(=O)C(NC(C)=O)C(=O)OCC
4.0700002,training,C=C(C=O)CCCC
1.626,training,NNC(=O)CCCCC(=O)NN
2.1500001,training,CC(=O)c1cc[nH]c1
2.0899999,training,CC(=O)c1ccc[nH]1
5.0100002,training,Oc1ccc(O)c(-c2ccccc2)c1
2.5699999,training,CCOP(=O)(Cc1ccccc1)OCC
1.832,training,COC(=O)CCCC(=O)OC
3.7,training,CCC/C=C/C(C)=O
2.714,training,O=C(O)CCCCCl
3.7639999,training,CCCCCCCCC(O)CO
3.99,training,CCCCCCCCC(C)O
2.1700001,training,CC1=CCCC1=O
2.8599999,training,O=Cc1ccccn1
2.1300001,training,CC(=O)c1ccncc1
3.4100001,training,O=[N+]([O-])c1ccncc1
3.5869999,training,O=Cc1ccc(Br)cc1
3.4200001,training,COC(=O)c1ccc(Cl)cc1
3.8900001,training,CCc1cccc2ccccc12
2.95,training,COC(=O)c1ccc(C#N)cc1
3.6800001,training,Nc1ccc(C(=O)c2ccccc2)cc1
4.6399999,training,CC(C)(C)c1cc(O)cc(C(C)(C)C)c1
3.8800001,training,O=C(c1ccccc1)c1ccc(O)c(O)c1O
1.474,training,CCC(=O)NC
1.96,training,CC(=O)c1ccco1
2.1700001,training,CC(=O)c1ccc(C)o1
3.277,training,O=Cc1cc(O)ccc1O
3.3699999,training,CC(C)(C)c1ccc(O)c(N)c1
4.96,training,C#CC(C)=O
2.5999999,training,CC(=O)OC1=CCCCC1
3.3299999,training,Cc1ccc([N+](=O)[O-])cc1F
3.3099999,training,CC(=O)c1cc(C)ccc1O
5.2199998,training,O=C(CBr)c1ccsc1
